,username,name,tweet
1430,scassilles,Sally Cassilles,"We need to make sure the msg is clear. This is not just about fighting for more pay. It is fighting to keep quality public education sustainable by attracting people to the profession. The teacher shortage is NOT due to Covid, this was predicted well before the pandemic."
1431,stevewheeler,Steve Wheeler Education,"We talk about technology and learning as if they are two separate things, but the pandemic has show they depend on each other - @LnDDave at #LT22UK  https://t.co/7IeQcWg3PO"
1432,postpandemicuni,Post-Pandemic University,International development and education – the student view  https://t.co/7xKKdD2VNe
1433,usnewseducation,U.S. News Education,"In this year's rankings, U.S. News adjusted its calculations to account for the impact that the COVID-19 pandemic had on schools in the 2019-20 school year.  #BestHighSchools   https://t.co/v8CG3ue43I"
1434,aytchand,It’s Me,"@globeandmail From the man who cut everything from public health to legal aid to education and long term care before the pandemic, then holding back billions in covid funds he should have spent on Ontarians while imposing some of the longest lockdown. My choice is NOT Doug Ford or his party."
1435,globaldevb,GlobalDev Blog,"The global #pandemic has been particularly disruptive to #education with the closure of #schools in many #countries and #children having to study at #home, read some of the educational challenges of the #Covid19 crisis ➡️ https://t.co/hdqLbrFivn  https://t.co/FAMrw8XTph"
1436,aidmi_org,AIDMI,"AIDMI is organising a roundtable “Impact of COVID-19 on Education”, Wednesday, May 11, 2022, 15:00-16:00(IST) Please Register:  https://t.co/bsWyfuPcaJ #education @nidmmhaindia @UNICEFIndia #pandemic @gujaratssa @AIDMI_ORG @EduMinOfIndia @PBICTHAMMASAT @PlanAsiaPacific @ndmaindia  https://t.co/cBXLIdUyxm"
1437,indiaedudiary,India Education Diary,Serbia’s Robust Post-Pandemic Recovery Jeopardized by Global Crises  https://t.co/YzF4svAK4Q
1438,indiaedudiary,India Education Diary,Western Balkans Face New Economic Headwinds Despite Strong Post-Pandemic Recovery  https://t.co/s2nFw37Z6I
1439,mango_marketing,Mango at PLMR,"Office of Independent Ajudicator received more than 1,000 complaints in England and Wales related to pandemic measures. More from @RichardA @guardian  https://t.co/M9BRxJRJrv #education #educationnews"
1440,indiaedudiary,India Education Diary,Montenegro Faces New Economic Headwinds Despite Strong Post-Pandemic Recovery  https://t.co/eVX6QiZjuK
1441,indiaedudiary,India Education Diary,Kosovo’s Economic Growth to Decelerate in 2022 After a Strong Post-Pandemic Recovery  https://t.co/q4Ttt0ozqI
1442,indiaedudiary,India Education Diary,Albania Faces New Economic Challenges Despite Strong Post-Pandemic Recovery  https://t.co/iIbnPezYdS
1443,indiaedudiary,India Education Diary,North Macedonia Faces New Economic Headwinds Despite Strong Post-Pandemic Recovery  https://t.co/7buLiJ85Zo
1444,indiaedudiary,India Education Diary,84% of employees say the organization’s culture has improved since the start of the pandemic: EY survey  https://t.co/ZvJ8gEdQEX
1445,nclrichard,Richard Davies,UK transnational education grows across all regions during the pandemic – where do we go from here?   https://t.co/ZNoMzg7MB3
1446,ncert,NCERT,"Fight with COVID-19 pandemic- use masks, maintain appropriate hand hygiene &amp; social distancing.  Under the aegis of Ministry of Education, Govt. of India, the NCERT brings to you an initiative, e-Pathshala, wherein you have free access to ebooks and e-resources  https://t.co/LGz65s1KPj"
1447,india_ashwini,Ashwini Kumar,"""DEEP"" For those girls, underprivileged children, and Students, who lost access to education due to the pandemic. #EducationForAll    https://t.co/Al6WYX1Ar9"
1448,blacklivescntnt,BLM - NEWS & BLACK EDUCATION 📺,(BPRW) RACIAL DIVIDE IN TECHNOLOGY AND STEM EDUCATION EXPOSED BY COVID PANDEMIC   https://t.co/lkmnNt3Kcw
1449,cornerstonesedu,Cornerstones,"An assessment phoenix out of the pandemic flames. 🔥  Our director and assessment guru @Simon_Hickton reacts to Ofsted’s new report, Education recovery in schools: spring 2022, and highlights critical points about assessment. Read the full article here 👉  https://t.co/vuMrsB20DP  https://t.co/pftLiT4sah"
1450,photaculous,Tom,"@brigidrahilly @lauren_tuite I feel like there’s been an enormous surge in dog ownership in recent years, (pre pandemic as well) but there just hasn’t been any accompanying education and enforcement of the responsibilities and repercussions.  Some of the worst owners will screech ‘nanny state!’ of course."
1451,mukhtarali990,Mukhtar Ahmed,"@schooledump Mujhe sharm aati hai India ke Education system ko dekh kr. Mujhe covid pandemic me genral promotion dekr 35℅ se paas kiya gaya. Ab me itne percentage se kya kru. Isse accha hota ki aap fail kr dete....  Exam ke aalawa sare kaam kiye gai jyse election, marriage etc."
1452,beyondtheblurs1,Precious,"That stated if you as a married woman are well aware you have issues conceiving and you’re advocating for abortion.  You’re very MAD!  Instead of you to advocate for sex education; your talking bout give girls freedom to abort, like the baby mama pandemic isn’t enough?"
1453,ciajkqs_,ciara,"+education setup. He believes the internet would boost the economy, hence he wants to expand the internet infrastructure. Because the pandemic forces individuals to accept the digital environment, the vast majority will prosper. He hears the rants and wishes to discover a way to+"
1454,blacklivesnews1,Black Lives News 📰✋🏿,(BPRW) RACIAL DIVIDE IN TECHNOLOGY AND STEM EDUCATION EXPOSED BY COVID PANDEMIC   https://t.co/GOtwkIWBjU
1455,secondclass1000,,@SecondClass1000's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.
1456,rmeducation,RM Education,Can we change the long-term impact of the pandemic on young minds? Our colleagues at @TTSResources are holding a free webinar on 5th May at 7:30 pm led by a panel of experts who explore opportunities for shifting developmental trajectories. Register now:  https://t.co/ylpj7aILKn  https://t.co/99qusLbwfZ
1457,stu6stu,Stuart Stu,"@Scullabogue @AndrewBowie_MP He got ""🫵 The you need to vote…"" wrong too.   There's a shortage of 'n's because:  🔸He caught dyslexia from @NadineDorries 🔸It's the EU punishing us 🔸Pandemic 🔸Zahawi is Education Secretary"
1458,meganhu94076246,Megan Hughes,@Forum_4GC  Carmen Burbano - the importance of food equity for impoverished children and how this was adversely affected by the vovid pandemic which served to highlight deficiencies in the health care system when looking at children's health care and education.
1459,tikirose,Mary Rose Adler,@JenRuthGreen Dems-dominated Maryland hadn't given any Republican governor a 2nd term since the middle of the last century. Hogan kept his hands off of the abortion issue. Got the state through a pandemic. He kept taxes from increasing and promoted education.
1460,theprojecttv,The Project,"With just 17 days left to go before the election, both parties have been tiptoeing around this issue of education. As NSW teachers strike, the system is under more pressure than ever, following the pandemic.  #TheProjectTV  https://t.co/vGg8LLXUq8"
1461,emcuk,Education Media Centre,"University students’ complaints about the Covid pandemic disrupting their studies led to more than 1,000 appeals to the higher education watchdog in England and Wales last year  https://t.co/VV30Jbf8SI More here  https://t.co/c7QQCY0OSD"
1462,intschooloflaos,International School of Laos,"We are down to our final ISL #podcast ep. for this academic year! Our guest ISL students will discuss Education During a Pandemic. Do not miss our last episode of the season, &amp; a huge thank you to all our viewers &amp; listeners. Until the next one! #ILoveISL  https://t.co/eYkZysVPBB"
1463,annmroz,Ann Mroz,"University students’ complaints about the Covid pandemic disrupting their studies led to more than 1,000 appeals to the higher education watchdog in England and Wales last year  https://t.co/0vBnZM1DZ5"
1464,kabataanpl,#95Kabataan Partylist,A calculated 184 Billion pesos is the minimum amount needed to safely open school campuses amid the pandemic from basic to higher education.
1465,lssurrey,Lucy♈,@AndyxRogersx I definitely think there's been a huge underestimation of the impact on education for those who have been approaching exam years during the pandemic. Lots of talk of those who's exams were cancelled in the peak etc but not really about those who would be taking them now
1466,schoolofeducd,UCD School of Education,Listen to colleague @Jenny_Symonds in this podcast on the pandemic and learning.
1467,blackspeechx,📣 Black Speech X,(BPRW) RACIAL DIVIDE IN TECHNOLOGY AND STEM EDUCATION EXPOSED BY COVID PANDEMIC   https://t.co/qzPJzWIkIi
1468,wademacdon,Wade Macdonald,"Although the Oxford Languages definition of 'Education' excludes age, the first news articles &amp; links on Google search relate to children.  Amidst the pandemic, we saw a rise in #upskilling but #AdultEducation still isn't that heavily spoken about.📚   https://t.co/XIjIoyKHyg"
1469,ajaykrsharma038,Ajay Kumar Sharma,2/3 hit by pandemic &amp; rising costs;Reverses a trend that saw private education expand rapidly schools say they have to raise fees to meet higher costs education has become worst Govt is diverting mindset of individual rights &amp; allow rich to loot &amp; keeping selling nation assets
